rcs_m2,albedo_optico,taxa_rotacao_rpm,variacao_termica_k,desvio_trajetoria_prevista_m,indice_espectral_metal,rugosidade_superficie,densidade_estimada_kg_m3,variacao_brilho_luz_solar,tipo_objeto
1.2369763910222786,0.4975367697972354,0.25600377905353994,163.1305005514005,0.7977684491387125,0.7779274994209949,0.4162551439911811,489.3286554741913,0.372880912548438,0
0.0,0.33646586363399955,0.0,118.82144341792755,0.0,0.7708102992509573,0.6392395633301183,1695.206067969068,0.6275647171048047,0
10.805121206890574,0.4815709568568733,0.1265979137374466,186.2278679354601,2.3268538633635907,0.9792200879803797,0.9181156521360567,1520.6142879450138,0.7494033198058376,0
0.0,0.5815644948744315,0.0,202.62392364032434,10.548409128417825,0.5784880356508557,0.7447580440957021,3302.4814195450354,0.6312092246013982,0
8.079794472755458,0.9099745764662936,34.15058593647922,212.2197111134604,20.706662590977576,0.22133869216395233,0.5626184307456901,1167.8156828611286,0.9780103791946863,0
14.91942606964379,0.3043120785442495,0.212469415038326,153.8847916978824,16.209121289519416,0.4839007863193763,0.3809628346963813,3018.328582339813,0.780743961728605,0
0.0,0.8425656615999744,14.390706363908548,188.8522939637519,0.0,0.9500163581176765,0.005074077462461806,108.79859853447049,1.0016293304186201,0
7.245413963379995,0.3384610647433421,9.006135804862804,234.77251392327923,18.556968995856597,0.5144583038446231,0.39333320629865726,1074.750481721815,0.8520929101538619,0
1.2972267035244534,0.4715242984185677,19.968611322359816,61.94932170564533,26.626092720203953,0.8632294752543124,0.3738644543735653,2357.8978191241467,0.03501865852407476,0
2.592715484980997,0.008412276900624092,11.107976253715796,122.65885572041356,31.311824167128762,0.5942370960437798,0.426466527792446,655.3892923498239,0.41518484304369446,0
9.783063032924645,0.5263545028354115,7.267587098406195,138.51210003833114,11.34118992985732,0.4464801309481798,0.7540841508865789,1587.9964282338512,0.6748832735572527,0
0.0,0.5699597933908124,15.570591954721477,270.7578235017614,0.9771917889648669,0.6183229291887994,0.6151061698411944,1757.3822306536938,0.858948659758547,0
5.76682758727056,0.18583345989958802,6.791557798814167,156.94432133269493,11.901826643046128,0.8859414850399814,0.49389816836251565,1329.5232683814115,0.9803632199249602,0
