rcs_m2,albedo,velocidade_relativa_km_s,excentricidade_orbital,emissao_sinal_rf,taxa_rotacao_rpm,assinatura_termica_k,inclinacao_orbital_graus,variacao_brilho_porcentagem,classe
0.6421608007466031,0.5364729179382042,6.164655641289899,0.07324926615231517,0,20.597904479310397,254.0390362777311,69.22765645178525,70.95173909391916,Lixo Espacial
42.9834288541353,0.08318141627294035,3.3903906648400906,0.8913676055976528,0,4.725890764464405,182.73938938554159,6.110276145443791,11.9742026724684,Asteroide
0.6070781233967999,0.2486745036862754,7.460444846143345,0.08621806083383242,0,21.815006973726245,176.72749087979733,82.89154741506773,22.220458082929557,Lixo Espacial
1.2092139300552434,0.3981349392410265,7.065503772567684,0.007787624842757995,0,11.908278765313606,147.87575628864306,72.47667715287615,23.921380447936542,Lixo Espacial
6.916890243857248,0.5261161351322442,8.223488942176866,0.01600574989631029,1,0.09827738825578732,292.6705026586926,23.295947475363377,1.097603126226152,Satelite
6.334446193435156,0.748039549560372,7.856699795102723,0.0399592834651059,0,0.02350860656187254,302.2317095059146,40.193091360924214,2.9195024812156354,Satelite
3.9748523148048154,0.6510021852873481,7.277248739299614,0.0211257144136258,1,0.7266922385588505,285.79813182904144,35.462215764077655,2.148955966616327,Satelite
21.821539113949264,0.09444621806839852,0.6632169889243977,0.6757530978851489,0,1.1694440505388144,101.70416673414502,170.99301311104057,12.86345014415552,Asteroide
0.36742155748270783,0.5395591537810823,6.674415156982539,0.09447872902691189,0,38.09722755406187,166.8051543226667,16.70339460920752,79.4701175682186,Lixo Espacial
1.433682331506909,0.3563442555082543,9.121108557787716,0.023143914190604093,0,9.824663490917757,170.0537801720332,18.643826214425452,66.7750684140052,Lixo Espacial
4.256046430510294,0.7876410520563246,7.415942552187353,0.04420091565967494,1,0.7102521239949274,284.29253706250523,69.60206180537922,1.6155836253594202,Satelite
5.222304428097157,0.08357264222339347,26.329318177555113,0.5758820960253895,0,3.005405680724346,116.39559685666647,157.94295527346847,7.65600042588706,Asteroide
66.46978274371406,0.06942723819242064,22.85865390724905,0.6586693864473152,0,2.7992011159847827,163.378271599481,15.657616784053825,9.084532130706988,Asteroide
